corredores.id-corredor,corredores.ageGroup,corredores.fullname,corredores.uri,corredores.nationality,corredores.sex,corredores.Club,corredores.Team,corredores.Sponsor(s),corredores.Description,corredores.Geral,corredores.20K,corredores.50K,corredores.100K,corredores.100m
3258861,45-49,Jose EDUARDO FURTADO E SILVA,3258861.jose.eduardofurtadoesilva,BR,H,,,,,396,398,,,
3301377,45-49,Daniel AUGUSTO LOPES SECCHES,3301377.daniel.augustolopessecches,BR,H,,,,,320,321,,,
3301721,40-44,Giovani DA SILVA CUSTODIO,3301721.giovani.dasilvacustodio,BR,H,,,,,382,381,337,,
3455311,20-34,Gustavo DOMICIANO,3455311.gustavo.domiciano,BR,H,,,,,539,538,515,,
3455493,20-34,Victor RESENDE,3455493.victor.resende,BR,H,,,,,698,691,691,,
3455901,35-39,Tamiris DOS SANTOS MONTEIRO,3455901.tamiris.dossantosmonteiro,BR,F,,,,,530,494,529,,
3520731,45-49,Marina Yumi TASHIRO,3520731.marinayumi.tashiro,BR,F,JVM trailrun,,,,427,392,426,,
3637311,60-64,Montiny PINHEIRO ROBERTO,3637311.montiny.pinheiroroberto,BR,H,,,,,335,336,,,
3685815,65-69,Carlos ALBERTO LUVIZOTTO,3685815.carlos.albertoluvizotto,BR,H,,,,,338,339,,,
3685831,55-59,Luiza FERREIRA LUVIZOTTO,3685831.luiza.ferreiraluvizotto,BR,F,,,,,392,393,,,
3779311,45-49,Douglas MOTTA CALDERONI,3779311.douglas.mottacalderoni,BR,H,,,,,334,336,,,
3897931,35-39,Gilberto APARECIDO DOS SANTOS,3897931.gilberto.aparecidodossantos,BR,H,,,,,489,491,,,
3897987,50-54,Claudio RENATO FIGUEIREDO CURVINEL,3897987.claudio.renatofigueiredocurvinel,BR,H,,,,,370,372,,,
3897989,40-44,Andre LUIZ SANTANA PORFIRIO,3897989.andre.luizsantanaporfirio,BR,H,,,,,298,299,,,
3898055,50-54,Patricia ORLANDO ROMAO,3898055.patricia.orlandoromao,BR,F,,,,,316,318,,,
3898101,50-54,Luciana SASOUNIAN,3898101.luciana.sasounian,BR,F,,,,,277,278,,,
3898277,40-44,Thiago DO NASCIMENTO SILVA,3898277.thiago.donascimentosilva,BR,H,,,,,606,603,601,,
3898339,50-54,Christian SERRA GOMES,3898339.christian.serragomes,BR,H,,,,,392,332,391,,
3898383,20-34,Marcos SOARES,3898383.marcos.soares,BR,H,,,,,725,723,655,,
3898393,40-44,Giovanna MARTINS,3898393.giovanna.martins,BR,F,,,,,695,576,631,696,
3898399,55-59,Ricardo STEINLE DE MORAES,3898399.ricardo.steinledemoraes,BR,H,,,,,538,540,512,,
3898493,45-49,Ana CRISTINA NOVAIS ROCHA DE SOUSA,3898493.ana.cristinanovaisrochadesousa,BR,F,,,,,368,370,,,
3898561,40-44,Auryanne DE QUEIROZ OLIVEIRA,3898561.auryanne.dequeirozoliveira,BR,F,,,,,343,344,,,
4105046,20-34,Giulia BROLACCI PINHEIRO,4105046.giulia.brolaccipinheiro,BR,F,,,,,463,464,,,
4306690,45-49,Chrislei ALMEIDA,4306690.chrislei.almeida,BR,F,,,,,460,442,459,,
4306691,50-54,Giselle Mara GALON,4306691.gisellemara.galon,BR,F,,,,,478,448,479,,
4333724,50-54,Ana PAULA COSTA MUNIZ ANDRADE,4333724.ana.paulacostamunizandrade,BR,F,,,,,306,307,,,
4401372,40-44,Vitor AIELLO RITTO,4401372.vitor.aielloritto,BR,H,,,,,465,366,,,
4401448,45-49,Cleomara LIS DANTAS ALVES,4401448.cleomara.lisdantasalves,BR,F,,,,,408,332,407,,
4401460,60-64,Maria DO CARMO RODRIGUES AMORIM,4401460.maria.docarmorodriguesamorim,BR,F,,,,,323,300,,,
4401478,20-34,Andre VIEIRA FERREIRA,4401478.andre.vieiraferreira,BR,H,,,,,697,695,,,
4401520,40-44,Kleber VICTOR DE FREITAS,4401520.kleber.victordefreitas,BR,H,,,,,463,462,,,
4401600,35-39,Breno ACHETE MENDES,4401600.breno.achetemendes,BR,H,,,,,454,453,,,
4401694,45-49,Sonia NUNES OLIVEIRA SOARES,4401694.sonia.nunesoliveirasoares,BR,F,,,,,391,390,,,
4401702,50-54,Guilherme CASAL DE REY,4401702.guilherme.casalderey,BR,H,,,,,416,417,,,
4401790,35-39,Ivan MOROZ FERREIRA,4401790.ivan.morozferreira,BR,H,,,,,305,306,,,
4401806,55-59,Joao CLAUDIO RIBEIRO,4401806.joao.claudioribeiro,BR,H,,,,,341,342,,,
4413136,35-39,Gabriel PULINI CARDOSO,4413136.gabriel.pulinicardoso,BR,H,,,,,667,665,589,,
4506572,50-54,Bruno NOBREGA,4506572.bruno.nobrega,BR,H,,,,,414,416,383,,
4631496,45-49,Jose VIRGINIO DE MORAES,4631496.jose.virginiodemoraes,BR,H,JVM Trail Run,JVM Trail Run,"JVM Trail Run, Prefeitura de Osasco, AminoVITAL Gold, Dobro, Compressport, Equilibrio Esportes",,699,669,695,,
4659068,20-34,Julia SOARES,4659068.julia.soares,BR,F,,,,,504,504,,,
4731270,40-44,Camila FERNANDES LASTRA,4731270.camila.fernandeslastra,BR,F,,,,,402,403,,,
4754214,20-34,Scarllett TAIS DO CARMO LOPES LAPA,4754214.scarllett.taisdocarmolopeslapa,BR,F,,,,,315,314,,,
4828112,35-39,Bruno CARLOS,4828112.bruno.carlos,BR,H,,,,,338,339,,,
4853178,40-44,Ana CAROLINA CASSINELLI,4853178.ana.carolinacassinelli,BR,F,,,,,395,394,,,
4875996,35-39,Daniel BERNARDO CHABU,4875996.daniel.bernardochabu,BR,H,,,,,496,494,,,
4876000,45-49,Andreia FELINTRO FULLONE,4876000.andreia.felintrofullone,BR,F,,,,,476,475,,,
4876018,35-39,Tatiane NASCIMENTO DE SOUZA,4876018.tatiane.nascimentodesouza,BR,F,,,,,434,432,,,
4914395,35-39,Renan GIGGIER MAXIMO,4914395.renan.giggiermaximo,BR,H,,Corrida Perfeita,,,466,467,,,
4914409,35-39,Gustavo ISSA,4914409.gustavo.issa,BR,H,,,,,312,313,289,,
4914551,45-49,Bernadinne RIBEIRO,4914551.bernadinne.ribeiro,BR,F,,,,,404,404,,,
4915015,20-34,Ewelin CRISTINA RIBEIRO DE MELLO,4915015.ewelin.cristinaribeirodemello,BR,F,,,,,543,538,542,,
4915335,20-34,Bernardo BICALHO,4915335.bernardo.bicalho,BR,H,,,,,349,349,,,
4915421,35-39,Joana CARVALHO,4915421.joana.carvalho,BR,F,,,,,392,393,,,
4915615,35-39,Gustavo BUENO DE FREITAS,4915615.gustavo.buenodefreitas,BR,H,,,,,418,419,,,
4921438,20-34,Danilo CLARO,4921438.danilo.claro,BR,H,,,,,552,554,489,,
4921594,45-49,Luciani CAPECCI,4921594.luciani.capecci,BR,F,,,,,337,338,,,
4924351,50-54,Lenise RAPLAVSCHI,4924351.lenise.raplavschi,BR,F,,,,,384,386,,,
4929509,55-59,Cristina GATTI,4929509.cristina.gatti,BR,F,,,,,239,239,,,
4939914,35-39,Rafael TAVARES DA SILVA,4939914.rafael.tavaresdasilva,BR,H,,,,,520,522,,,
4986688,45-49,Cleidislei EUSTAQUIO LOPES,4986688.cleidislei.eustaquiolopes,BR,H,,,,,334,335,296,,
4986824,20-34,Lenon C�SAR GON�ALVES,4986824.lenon.cesargoncalves,BR,H,,,,,516,517,,,
5023867,20-34,Lucas BORGES,5023867.lucas.borges,BR,H,,,,,471,471,,,
5027194,35-39,Jose MAURICIO COELHO,5027194.jose.mauriciocoelho,BR,H,,,,,503,463,502,,
5027346,20-34,Guilherme DE SOUZA RIBEIRO,5027346.guilherme.desouzaribeiro,BR,H,,,,,528,487,526,,
5027404,40-44,Eduardo B COSTA,5027404.eduardo.bcosta,BR,H,,,,,498,499,422,,
5027408,50-54,Eduardo BISPO DE LIMA,5027408.eduardo.bispodelima,BR,H,,,,,421,360,419,,
5027424,40-44,Lucas CAMILO BOLINA,5027424.lucas.camilobolina,BR,H,,,,,473,474,402,,
5027508,40-44,Everton S LANDIM,5027508.everton.slandim,BR,H,,,,,419,420,337,,
5027538,50-54,Sergio RICARDO MACIEL PEDROSA,5027538.sergio.ricardomacielpedrosa,BR,H,,,,,412,413,304,,
5028292,40-44,Carlos EDUARDO BRANCO,5028292.carlos.eduardobranco,BR,H,,,,,604,603,,,
5028306,35-39,Ayrton P OLIVEIRA JUNIOR,5028306.ayrton.poliveirajunior,BR,H,,,,,517,519,,,
5028316,35-39,Leonardo MACEDO DE PADUA,5028316.leonardo.macedodepadua,BR,H,,,,,483,481,,,
5028326,50-54,Reginaldo RODRIGUES BARBOSA,5028326.reginaldo.rodriguesbarbosa,BR,H,,,,,482,484,,,
5028352,20-34,Neylor FELIPE DE CAMARGO OLIVEIRA,5028352.neylor.felipedecamargooliveira,BR,H,,,,,454,456,,,
5028374,20-34,Eduardo FRANCO,5028374.eduardo.franco,BR,H,,,,,480,482,,,
5028378,40-44,Luciano MOREIRA DE SOUZA,5028378.luciano.moreiradesouza,BR,H,,,,,427,427,,,
5028394,60-64,Luis CARLOS FRANCO DE ALMEIDA,5028394.luis.carlosfrancodealmeida,BR,H,,,,,432,433,,,
5028416,45-49,Fabi ALVES SILVA,5028416.fabi.alvessilva,BR,F,,,,,399,400,,,
5028464,40-44,Tatiane GLORIA DA MOTA,5028464.tatiane.gloriadamota,BR,F,,,,,389,390,,,
5028490,40-44,Eduardo LOPES,5028490.eduardo.lopes,BR,H,,,,,418,419,,,
5028512,40-44,Renato FURLAN ANDRADE,5028512.renato.furlanandrade,BR,H,,,,,451,453,,,
5028584,35-39,Paulo TIAGO KOJI YAMAGUTI,5028584.paulo.tiagokojiyamaguti,BR,H,,,,,344,346,,,
5028590,35-39,Edson FELIX MARQUES,5028590.edson.felixmarques,BR,H,,,,,415,417,,,
5028632,50-54,Sonia FELICIO,5028632.sonia.felicio,BR,F,,,,,304,306,,,
5028650,55-59,Simone DE MIRANDA VENTURA,5028650.simone.demirandaventura,BR,F,,,,,340,341,,,
5028652,40-44,Aloizio LEANDRO MOREIRA JUNIOR,5028652.aloizio.leandromoreirajunior,BR,H,,,,,400,402,,,
5028668,35-39,Talita ROSANA NUNES LEITE,5028668.talita.rosananunesleite,BR,F,,,,,250,250,,,
5028682,70-74,Marcio FERRAZ DE OLIVEIRA,5028682.marcio.ferrazdeoliveira,BR,H,,,,,270,271,,,
5028684,55-59,Gilberto DOS SANTOS CAMPOS,5028684.gilberto.dossantoscampos,BR,H,,,,,308,309,,,
5028686,40-44,Rosangela FONSECA,5028686.rosangela.fonseca,BR,F,,,,,280,281,,,
5028700,55-59,Vivian DE PAULA GARCIA,5028700.vivian.depaulagarcia,BR,F,,,,,222,223,,,
5028702,50-54,Antonio CARLOS DE PAULA GARCIA,5028702.antonio.carlosdepaulagarcia,BR,H,,,,,222,223,,,
5040295,40-44,Paulo SERENA,5040295.paulo.serena,BR,H,,,,,462,463,,,
5060377,50-54,Katia CRESPI,5060377.katia.crespi,BR,F,,,,,414,415,,,
5086620,45-49,Elaine CRISTINA CREPALDI,5086620.elaine.cristinacrepaldi,BR,F,,,,,615,614,377,,
5086706,35-39,Aparecida FERNANDO CAVALCANTE,5086706.aparecida.fernandocavalcante,BR,F,,,,,457,457,,,
5086790,45-49,Camila BRANDOLIN DA SILVA,5086790.camila.brandolindasilva,BR,F,,,,,325,324,,,
5086794,45-49,Glaucia FERREIRA SOARES,5086794.glaucia.ferreirasoares,BR,F,,,,,324,324,,,
5105027,45-49,Beny PODLUBNY,5105027.beny.podlubny,BR,H,,,,,363,365,,,
5156728,20-34,Felipe CARVILHE,5156728.felipe.carvilhe,BR,H,,,,,353,355,,,
5243674,45-49,Andrea NOVAGA,5243674.andrea.novaga,BR,F,,,,,280,281,,,
5319747,45-49,Fernando BONJORNO RACT,5319747.fernando.bonjornoract,BR,H,,,,,556,558,,,
5332030,40-44,Anderson DE CARVALHO ALVES PEREIRA,5332030.anderson.decarvalhoalvespereira,BR,H,,,,,412,413,,,
5382904,35-39,C�ssia MACHADO DE OLIVEIRA,5382904.cassia.machadodeoliveira,BR,F,,,,,472,473,,,
5520142,40-44,Vanessa FIM,5520142.vanessa.fim,BR,F,,,,,417,419,,,
5529402,20-34,Gabriela Leticia ROCHA,5529402.gabrielaleticia.rocha,BR,F,,,,,590,591,521,,
5544565,35-39,Danielly DOS SANTOS LEMOS,5544565.danielly.dossantoslemos,BR,F,,,,,344,345,,,
5571420,40-44,Di Stefani Noronha Da Silva JULIANA,5571420.distefaninoronhadasilva.juliana,BR,F,,,,,285,286,257,,
5638598,20-34,Louise SOUZA DE LIMA,5638598.louise.souzadelima,BR,F,,,,,535,537,,,
5638602,35-39,Eliane DA ROSA NEVES,5638602.eliane.darosaneves,BR,F,,,,,457,459,,,
5685168,40-44,Milca VERIS SGARIBOLDI,5685168.milca.verissgariboldi,BR,F,,,,,443,444,,,
5686815,50-54,Marcelo ABDO,5686815.marcelo.abdo,BR,H,,,,,517,519,,,
5716848,20-34,Kelvin BEARARE,5716848.kelvin.bearare,BR,H,,,,,580,583,,,
5716964,40-44,Roane CRISTINA DE CARVALHO FERREIRA,5716964.roane.cristinadecarvalhoferreira,BR,F,,,,,266,267,,,
5732196,50-54,Claudia GONCALVES DE AZAMBUJA,5732196.claudia.goncalvesdeazambuja,BR,F,,,,,410,361,411,,
5759566,45-49,Elaine SARRAFF NASCIMENTO,5759566.elaine.sarraffnascimento,BR,F,,,,,250,251,,,
5759704,40-44,Odara CRISTINA DE OLIVEIRA LOPES,5759704.odara.cristinadeoliveiralopes,BR,F,,,,,365,366,,,
5759724,35-39,Luis HENRIQUE MELO DE MATOS JUNIOR,5759724.luis.henriquemelodematosjunior,BR,H,,,,,344,346,,,
5759746,55-59,Magda LUIZA G MEREB,5759746.magda.luizagmereb,BR,F,,,,,312,314,,,
5759750,40-44,Leidiane CABRAL BEZERRA,5759750.leidiane.cabralbezerra,BR,F,,,,,297,298,,,
5882234,20-34,Maicon DENIS TEIXEIRA,5882234.maicon.denisteixeira,BR,H,,,,,695,698,670,,
5882354,35-39,Luciano ANT�NIO RIBEIRO,5882354.luciano.antonioribeiro,BR,H,,,,,501,503,,,
5882628,20-34,Ricartt ASSUNCAO,5882628.ricartt.assuncao,BR,H,,,,,628,631,,,
6001115,20-34,Eliomar MIRANDA,6001115.eliomar.miranda,BR,H,,,,,633,635,,,
6031940,35-39,Patricio SANTOS SOUSA,6031940.patricio.santossousa,BR,H,,,,,656,658,,,
6031942,40-44,Andre BUCATER,6031942.andre.bucater,BR,H,,,,,639,641,,,
6031944,20-34,Alan MAGALHAES SOUTO,6031944.alan.magalhaessouto,BR,H,,,,,635,638,,,
6031946,20-34,Leandro LEITE COSTA,6031946.leandro.leitecosta,BR,H,,,,,631,634,,,
6031948,35-39,Juliano SILVA ROSA,6031948.juliano.silvarosa,BR,H,,,,,609,612,,,
6031950,45-49,Sergio ANDRE VARGAS,6031950.sergio.andrevargas,BR,H,,,,,606,609,,,
6031952,40-44,Cesar JOSE PEREIRA,6031952.cesar.josepereira,BR,H,,,,,601,603,,,
6031954,20-34,Raul ALVES,6031954.raul.alves,BR,H,,,,,595,597,,,
6031956,20-34,Douglas INACIO DA COSTA,6031956.douglas.inaciodacosta,BR,H,,,,,588,590,,,
6031958,20-34,Jonathas GUEDES,6031958.jonathas.guedes,BR,H,,,,,587,589,,,
6031960,20-34,Brendow VICTOR HENRIQUE E SOUZA,6031960.brendow.victorhenriqueesouza,BR,H,,,,,586,589,,,
6031962,55-59,Joaquim DE JESUS SANTOS,6031962.joaquim.dejesussantos,BR,H,,,,,585,587,,,
6031966,40-44,Adriana APARECIDA DA SILVA,6031966.adriana.aparecidadasilva,BR,F,,,,,530,532,,,
6031968,45-49,Marcio RIBEIRO DA SILVA,6031968.marcio.ribeirodasilva,BR,H,,,,,525,527,,,
6031970,20-34,Lucas OLIVEIRA TUDESCHINI,6031970.lucas.oliveiratudeschini,BR,H,,,,,518,520,,,
6031972,45-49,Gustavo GONCALVES,6031972.gustavo.goncalves,BR,H,,,,,515,517,,,
6031974,20-34,Andre LUIZ DA SILVA GREGNANIN,6031974.andre.luizdasilvagregnanin,BR,H,,,,,509,511,,,
6031976,35-39,Paulo LAMIN DOS SANTOS,6031976.paulo.lamindossantos,BR,H,,,,,504,506,,,
6031978,40-44,Marcio CLARO FILHO,6031978.marcio.clarofilho,BR,H,,,,,500,502,,,
6031980,35-39,Lucas DE PAOLI,6031980.lucas.depaoli,BR,H,,,,,497,499,,,
6031984,20-34,Felipe DAVIDOVICH CUSNIR,6031984.felipe.davidovichcusnir,BR,H,,,,,494,496,,,
6031986,20-34,Felipe SODRE MONTEIRO DE BARROS,6031986.felipe.sodremonteirodebarros,BR,H,,,,,493,495,,,
6031988,20-34,Rodrigo MARQUES PINTO,6031988.rodrigo.marquespinto,BR,H,,,,,493,495,,,
6031990,40-44,Viviane GARISTO CONTE,6031990.viviane.garistoconte,BR,F,,,,,492,494,,,
6031992,20-34,Wagno LUIZ DOS REIS,6031992.wagno.luizdosreis,BR,H,,,,,489,491,,,
6031994,35-39,Jackson WESLEY DE ARRUDA MONTEIRO,6031994.jackson.wesleydearrudamonteiro,BR,H,,,,,487,489,,,
6031996,20-34,Camila VANESSA V SIQUEIRA,6031996.camila.vanessavsiqueira,BR,F,,,,,479,481,,,
6031998,35-39,Roberto CESAR MEIRELES MARINHO JUNIOR,6031998.roberto.cesarmeirelesmarinhojunior,BR,H,,,,,473,475,,,
6032000,40-44,Igor CALIL LOURES DE OLIVEIRA,6032000.igor.calillouresdeoliveira,BR,H,,,,,473,475,,,
6032004,40-44,Adalto JOSE DA SILVA,6032004.adalto.josedasilva,BR,H,,,,,470,472,,,
6032006,40-44,Julio CESAR ZEQUINI BATISTA,6032006.julio.cesarzequinibatista,BR,H,,,,,468,470,,,
6032008,20-34,Diogo FAJARDO VIDIGAL,6032008.diogo.fajardovidigal,BR,H,,,,,467,468,,,
6032010,35-39,Elkeaer SEZALPINO MIOTO,6032010.elkeaer.sezalpinomioto,BR,H,,,,,467,468,,,
6032012,55-59,Michel STAMPAERT,6032012.michel.stampaert,BR,H,,,,,464,466,,,
6032014,40-44,Fernando MITRE CAETANO MOISES,6032014.fernando.mitrecaetanomoises,BR,H,,,,,464,465,,,
6032016,50-54,Roberto MORENO PINNA,6032016.roberto.morenopinna,BR,H,,,,,462,464,,,
6032018,20-34,Bruno LEANDRO BISPO DOS SANTOS,6032018.bruno.leandrobispodossantos,BR,H,,,,,455,457,,,
6032020,45-49,Daniel WILMERS,6032020.daniel.wilmers,BR,H,,,,,455,457,,,
6032022,40-44,Sergio FERRAZ DE MARINS JUNIOR,6032022.sergio.ferrazdemarinsjunior,BR,H,,,,,455,457,,,
6032024,35-39,Natanael DANTE SEGRETTI,6032024.natanael.dantesegretti,BR,H,,,,,455,456,,,
6032026,20-34,Paulo B A ROCHA ZANI,6032026.paulo.barochazani,BR,H,,,,,450,451,,,
6032028,35-39,Graciane CRISTOVAM DE AMORIM,6032028.graciane.cristovamdeamorim,BR,F,,,,,447,448,,,
6032030,20-34,Higor DA SILVA DE SOUZA PAIVA,6032030.higor.dasilvadesouzapaiva,BR,H,,,,,446,448,,,
6032032,40-44,Geneci DE OLIVEIRA,6032032.geneci.deoliveira,BR,H,,,,,446,447,,,
6032034,35-39,Thierre ALENCAR DE SOUZA,6032034.thierre.alencardesouza,BR,H,,,,,444,446,,,
6032036,35-39,Tamires APARECIDA DE PAULA,6032036.tamires.aparecidadepaula,BR,F,,,,,444,445,,,
6032038,35-39,Fabio RAMOS NASCIMENTO,6032038.fabio.ramosnascimento,BR,H,,,,,442,443,,,
6032040,40-44,Monise MURIEL FRANCO,6032040.monise.murielfranco,BR,F,,,,,440,442,,,
6032042,45-49,Ana PAULA SOUZA,6032042.ana.paulasouza,BR,F,,,,,440,441,,,
6032044,40-44,Jader DE OLIVEIRA MARQUES FILHO,6032044.jader.deoliveiramarquesfilho,BR,H,,,,,438,440,,,
6032046,20-34,Gabriela MERCEDES BORGES BARROS,6032046.gabriela.mercedesborgesbarros,BR,F,,,,,434,436,,,
6032048,20-34,Luani DANIELA DOS SANTOS,6032048.luani.danieladossantos,BR,F,,,,,433,435,,,
6032050,45-49,Jose ROBERTO MONTEIRO CONSTANTINO,6032050.jose.robertomonteiroconstantino,BR,H,,,,,433,434,,,
6032052,20-34,Juliana FARIAS COSTA,6032052.juliana.fariascosta,BR,F,,,,,430,432,,,
6032054,35-39,Luiz PAULO PEREIRA ASSIS,6032054.luiz.paulopereiraassis,BR,H,,,,,426,428,,,
6032058,20-34,Vitor GRANDO ELLER,6032058.vitor.grandoeller,BR,H,,,,,425,427,,,
6032060,40-44,Carlos HENRIQUE GONCALVES,6032060.carlos.henriquegoncalves,BR,H,,,,,425,426,,,
6032062,35-39,Leandro SOUSA DA SILVA,6032062.leandro.sousadasilva,BR,H,,,,,422,423,,,
6032064,35-39,Guilherme AUGUSTO SILVA VALENTINO,6032064.guilherme.augustosilvavalentino,BR,H,,,,,419,421,,,
6032066,45-49,Cristiane AZEVEDO FERREIRA,6032066.cristiane.azevedoferreira,BR,F,,,,,416,418,,,
6032068,45-49,Daniel LOTUFO MAUDONNET,6032068.daniel.lotufomaudonnet,BR,H,,,,,415,417,,,
6032070,45-49,Amanda DO CARMO MOREIRA BRACCAIOLI,6032070.amanda.docarmomoreirabraccaioli,BR,F,,,,,414,416,,,
6032072,40-44,Daniel UNO,6032072.daniel.uno,BR,H,,,,,414,416,,,
6032076,35-39,Raquel OLIVEIRA ROSA,6032076.raquel.oliveirarosa,BR,F,,,,,412,414,,,
6032078,20-34,Bianca CAMILA DE SOUSA CARDOSO,6032078.bianca.camiladesousacardoso,BR,F,,,,,412,413,,,
6032080,40-44,Ramiro DA SILVA AMORIM,6032080.ramiro.dasilvaamorim,BR,H,,,,,407,409,,,
6032082,20-34,Camila MELO VILLELA,6032082.camila.melovillela,BR,F,,,,,406,407,,,
6032084,20-34,Rodrigo RIUJI SHIMIZU MICHIGAMI,6032084.rodrigo.riujishimizumichigami,BR,H,,,,,406,407,,,
6032086,35-39,Erica MARTINS DE OLIVEIRA MARINS,6032086.erica.martinsdeoliveiramarins,BR,F,,,,,405,407,,,
6032088,20-34,Pedro PORTO,6032088.pedro.porto,BR,H,,,,,405,406,,,
6032090,45-49,Ana PAULA PAGIOSSI,6032090.ana.paulapagiossi,BR,F,,,,,404,405,,,
6032092,45-49,Taisa ASSEITUNO LUCIANO,6032092.taisa.asseitunoluciano,BR,F,,,,,400,401,,,
6032094,40-44,Leonardo LIMA DA SILVA,6032094.leonardo.limadasilva,BR,H,,,,,399,401,,,
6032096,45-49,Silvia MIZUTA MATSUTANI,6032096.silvia.mizutamatsutani,BR,F,,,,,399,400,,,
6032098,55-59,Ana MARIA RAGONESE,6032098.ana.mariaragonese,BR,F,,,,,399,400,,,
6032100,20-34,Renan FRANCISCO BERNARDES,6032100.renan.franciscobernardes,BR,H,,,,,398,400,,,
6032102,40-44,Eduardo DE AZEVEDO PENNA,6032102.eduardo.deazevedopenna,BR,H,,,,,398,400,,,
6032104,35-39,Fernando TARICANO PEDROSO,6032104.fernando.taricanopedroso,BR,H,,,,,397,399,,,
6032106,20-34,Caroline DE JESUS KUTZ,6032106.caroline.dejesuskutz,BR,F,,,,,397,398,,,
6032108,35-39,Caio AUGUSTO MANGINI,6032108.caio.augustomangini,BR,H,,,,,396,398,,,
6032110,50-54,Alexandre CESAR FRANCISCO DA SILVA,6032110.alexandre.cesarfranciscodasilva,BR,H,,,,,393,394,,,
6032112,45-49,Ricardo REIS NETO,6032112.ricardo.reisneto,BR,H,,,,,392,393,,,
6032114,U20,Arthur RAMOS TARDIVO,6032114.arthur.ramostardivo,BR,H,,,,,392,393,,,
6032116,50-54,Jose ROBERTO TARDIVO,6032116.jose.robertotardivo,BR,H,,,,,392,393,,,
6032118,20-34,Anejessica DE BRITO FIGUEIREDO,6032118.anejessica.debritofigueiredo,BR,F,,,,,391,392,,,
6032120,35-39,Andre TITO DE AGUIAR,6032120.andre.titodeaguiar,BR,H,,,,,391,392,,,
6032122,35-39,Caio FELICIANO LOPES,6032122.caio.felicianolopes,BR,H,,,,,391,392,,,
6032124,35-39,Giovana BEVILACQUA FROTA,6032124.giovana.bevilacquafrota,BR,F,,,,,391,392,,,
6032126,35-39,Jaira BARBOSA DA SILVA,6032126.jaira.barbosadasilva,BR,F,,,,,390,391,,,
6032128,20-34,Priscila LEMES SENA,6032128.priscila.lemessena,BR,F,,,,,389,390,,,
6032130,35-39,Jose FRANCISCO FIGUEIREDO,6032130.jose.franciscofigueiredo,BR,H,,,,,387,388,,,
6032132,20-34,Henrique NAVARRO MARCULO,6032132.henrique.navarromarculo,BR,H,,,,,386,388,,,
6032134,20-34,Amanda KAORI TONOUTI,6032134.amanda.kaoritonouti,BR,F,,,,,386,388,,,
6032136,40-44,Fabiana NAOMI KODAMA,6032136.fabiana.naomikodama,BR,F,,,,,386,387,,,
6032138,40-44,Fabio LUIS VALERIO DA SILVA,6032138.fabio.luisvaleriodasilva,BR,H,,,,,385,387,,,
6032140,40-44,Ronaldo MARQUES RODRIGUES,6032140.ronaldo.marquesrodrigues,BR,H,,,,,385,386,,,
6032142,45-49,Ole KERBSTIES,6032142.ole.kerbsties,BR,H,,,,,385,386,,,
6032144,35-39,Sergio ANTONIO SILVA PEREIRA,6032144.sergio.antoniosilvapereira,BR,H,,,,,385,386,,,
6032146,45-49,Rodrigo SANTOS DA SILVA,6032146.rodrigo.santosdasilva,BR,H,,,,,384,386,,,
6032148,45-49,Kandisse MAZOLINI DE MOURA CAMARGO,6032148.kandisse.mazolinidemouracamargo,BR,F,,,,,384,386,,,
6032150,20-34,Guilherme ANDRADE BONONI,6032150.guilherme.andradebononi,BR,H,,,,,382,384,,,
6032152,50-54,Regina APARECIDA DE SOUZA SANTOS,6032152.regina.aparecidadesouzasantos,BR,F,,,,,382,383,,,
6032156,20-34,Yago RAFAEL PESSOA,6032156.yago.rafaelpessoa,BR,H,,,,,380,381,,,
6032158,35-39,Jordana ROIDER RODRIGUES,6032158.jordana.roiderrodrigues,BR,F,,,,,378,380,,,
6032160,40-44,Lucas PRUDENTE EURIDES,6032160.lucas.prudenteeurides,BR,H,,,,,378,379,,,
6032162,35-39,Juliana CONTRERA VECCHIO,6032162.juliana.contreravecchio,BR,F,,,,,377,378,,,
6032164,35-39,Diego RODRIGUES DE OLIVEIRA SILVA,6032164.diego.rodriguesdeoliveirasilva,BR,H,,,,,376,377,,,
6032166,40-44,Helio RICARDO FERREIRA COELHO,6032166.helio.ricardoferreiracoelho,BR,H,,,,,374,375,,,
6032168,40-44,Guilherme MISCHIATTI,6032168.guilherme.mischiatti,BR,H,,,,,373,374,,,
6032170,40-44,Jessica ROMANO,6032170.jessica.romano,BR,F,,,,,371,372,,,
6032172,55-59,Tania MARIA DA SILVA NASCIMENTO,6032172.tania.mariadasilvanascimento,BR,F,,,,,369,371,,,
6032174,55-59,Rogerio DE FREITAS GUIMARAES FILHO,6032174.rogerio.defreitasguimaraesfilho,BR,H,,,,,368,370,,,
6032176,40-44,Talita CAROLYNE TANFERRI SALES,6032176.talita.carolynetanferrisales,BR,F,,,,,368,369,,,
6032178,35-39,Adriano MARTOS DA SILVA,6032178.adriano.martosdasilva,BR,H,,,,,367,369,,,
6032180,20-34,Wendel MOREIRA SAKAKI,6032180.wendel.moreirasakaki,BR,H,,,,,367,368,,,
6032182,60-64,Vivian FEHER RADOMYSLER,6032182.vivian.feherradomysler,BR,F,,,,,365,367,,,
6032184,45-49,Fernando GOMES PINHO JR,6032184.fernando.gomespinhojr,BR,H,,,,,362,363,,,
